"","omega","alpha1","beta1"
"robGarch BM",0.0772654581479264,0.00707798233188357,0.0063871363334218
"rugarch STD",1.78467998774185,0.0338082399215409,0.0282595381687594
"rugarch QML",1.75136900670614,0.04310601507323,0.0300410971431495
"robGarch QML",1.89285913559582,0.0366141140555003,0.0221623445871037
"robGarch M",0.376231348318811,0.0109800906711823,0.0204229652501396
"True Value",1,0.5,0.4
