"V1","V2","V3","V4"
0,0,0,0
0.000433720309054939,0.09342715281538,0.811908645124311,28.2756581099507
0.000436645418947673,0.119393300619024,0.758165976305895,31.0641409956917
0,0,0,0
0.000254430508816513,0.10999456539287,0.821374614968836,31.0408728422814
0.00025471289909052,0.107181733446293,0.833671188420248,31.1020389417278
0.00033540899338142,0.152513694747413,0.767078046733369,31.0519792591437
0.00018530248781235,0.0903999894853573,0.856240825402878,31.050729299859
0.000315919195141788,0.138379212425652,0.801268643227988,31.0589486717858
0.000793995812295641,0.112817374836888,0.629438357257558,31.1961886564741
0.000234022530706522,0.100109401127305,0.845310680645336,31.1638708251484
0.000432058652538975,0.110107204333522,0.763960505538292,31.0611115891115
0.000568648998728137,0.136716999271495,0.714482564506324,31.3345701109799
0.000287256181847191,0.0930470716586622,0.83572420621268,31.0919102359211
0.000253046593443576,0.0572905904879269,0.875186960179332,22.6567970215377
0.000689859793090155,0.187927476554287,0.675284048304527,31.0497904387325
0,0,0,0
0.000384925651522851,0.129716931535593,0.760481408654979,31.1571673709268
0.00026153119868515,0.0842594761196432,0.85760528652846,31.0032472161042
0.000258816305244491,0.0989813574744144,0.833899181650169,31.0448053597932
0.000276268541197697,0.131617822570195,0.797742013019301,31.0532595794409
0,0,0,0
0.000399653545557276,0.0891321782954074,0.80277006414683,31.0606287423408
0.000594689277785541,0.126469203861498,0.727269326418638,31.1257346129621
0.000775436203630208,0.154236344508803,0.630934425631601,31.1380477718801
0.000454777995032956,0.175917167714019,0.701052266625226,31.5502711301982
0.000324236442072999,0.142726697791114,0.754974198529567,31.0062478375543
0.000293048284549693,0.0896711702194197,0.822610349266431,31.0297266995427
0.000416262099219293,0.144746468317661,0.7617111924071,31.0183268976
0.00033103942848367,0.160770441188547,0.785157240168047,31.0312788259685
0.000746524024061875,0.202963732490323,0.627405797996749,31.1633398671951
0.000724151086456933,0.173910274271777,0.662282582779809,31.0026639499458
0.000391274661846766,0.0923389972167757,0.825180108600432,31.0651430206758
0.000214607559708744,0.0805775495647755,0.855315332414927,31.0714309300675
0.00110726545454076,0.123003326776005,0.584517503419133,31.2488428342376
0.000435496191646841,0.125800451299839,0.769068949320266,31.1148710604211
0.000337005372495442,0.118871040633068,0.819018464485651,334.650229125046
0.00043638450606605,0.121168992495045,0.78985871199999,31.0817816146504
0.0038986730786174,0.2,0,31
0.00057951950650295,0.129881319375154,0.717183065288926,144.205546900163
0,0,0,0
0.000319555319090779,0.1512808060849,0.788421423843239,31.0222897527999
0.000293336255631233,0.089658410926626,0.836526517461767,31.0442620921447
0.000300921389950629,0.156998335288081,0.770360982202546,69.4127953889157
0,0,0,0
0.000451865028957697,0.123439436821996,0.771494717673644,31.071036800225
0.000270788962594273,0.165509679086415,0.771142446494633,31.0556916504159
0.000371760502825487,0.0910117414591875,0.810352648597237,31.0285103173766
0.000279685978486879,0.0973658763356016,0.830784589149767,31.100162716912
0.000241703604162613,0.122475149604621,0.825231416376501,31.0016641549591
0.000736872905733064,0.242352719911127,0.600167317583808,31.0822561802096
0.000331250037672509,0.0913748234130273,0.815697050485446,31.0515293118083
0.000209146618458397,0.130615595617749,0.8247562943536,31.1005643347258
0.000350474044066907,0.113497753150681,0.799787117462768,25.521387735482
0.000324623176066245,0.145037469578504,0.755471960136176,236.601257335212
0.000312382856369394,0.150185758006124,0.793076322839086,31.1541805425854
0.000735939736225353,0.155648143421122,0.638228710771157,34.4305165299159
0.000396979515286025,0.105610433061923,0.79973666483007,31.0649243662535
0.000804327751909892,0.1346826699481,0.641190207860194,31.2335581939878
0,0,0,0
0.000264915689819866,0.135285428702896,0.786083267133064,31.0533874274065
0.000447037419904176,0.155483975413566,0.726969341120395,31.1002887935126
0.000355976234289967,0.146012349310252,0.761368219662955,31.0616854157944
0.000463300724744932,0.113784093914398,0.772101560313473,31.041441532048
0.000529191435200887,0.147561165310386,0.762102884074911,31.0628885998133
0.000493176122675765,0.112266031961679,0.758318139509811,22.9614936221733
0.00034732969959599,0.134064734753021,0.791490282293613,31.0287442688263
0.000362373457358098,0.137393362986259,0.77321799711143,31.0452236696297
0.000467374460538471,0.155386217147227,0.731788965304959,31.3465894980411
0,0,0,0
