"V1","V2","V3","V4"
0.000796406634677504,0.142290932769929,0.683011798651413,45.3463816603782
0.000464064444819723,0.104100032517712,0.798980174754211,31.0496167343001
0.000377109804225696,0.129760726525383,0.777446113695518,31.0778542410897
0.000993812061447965,0.135272476331771,0.661484673659894,32.1794928341675
0.000819920831108286,0.142078312967198,0.662362988637621,31.1450347993544
0.000379853273349338,0.107043862257339,0.818305966070773,31.0562632090629
0.000256141864500586,0.191667552324088,0.767887318234161,31.0356856709536
0.00102875775746034,0.242797121952921,0.549663624017287,31.0035049602186
0,0,0,0
0,0,0,0
0.000300139541764717,0.0940320642296905,0.842761339662238,31.0914851701146
0.000270032787625992,0.092257766443274,0.849999223653031,31.0552546719176
0.00371038802757767,0.2,0,31
0,0,0,0
0.000203858683759712,0.0676355116853801,0.874570550492234,31.0921461509578
0.000762430414348887,0.229817669931316,0.64623319262119,31.1042283655275
0.000594195092273079,0.115915882372789,0.749189108681567,31.1980606930967
0.000579874680077006,0.204848531289216,0.686842733328868,31.2576190763861
0.000186991044095482,0.0785640771371415,0.881489427825604,265.457656957846
0.000304614431725383,0.113965870440708,0.811794060988838,31.0625716834365
0.000209785225024763,0.0816681159436415,0.865145920065606,31.0494536937057
0,0,0,0
0.000197702064940519,0.0785142134436439,0.876804862947085,333.954465949984
0.000706610474533235,0.153322246370683,0.707856204071918,31.2476382268207
0.000549609980907723,0.139885012440705,0.728011169833676,31.0144174008151
0.00058917112020401,0.177968598975522,0.697024294078634,31.0263290576427
0,0,0,0
0.000398164578492565,0.135374846759772,0.772555039975027,31.0798658347861
0.000184451756895258,0.10728484135531,0.849138119324233,296.981484564737
0.000550997441740729,0.199876294806574,0.72099986716066,31.0560037191817
0.000690707001262257,0.159313758726737,0.714528333681793,29.351962490258
0.000430208080860794,0.112122740272352,0.805147473944362,31.0558659017611
0.000363763236841182,0.100278790680655,0.817160009460199,31.1339764771236
0.000258943646922189,0.135597620430836,0.797874025756062,31.1042501157573
0.000635861380419779,0.178092468552577,0.679698115443698,31.1773143877698
0.000358718789177317,0.116196444579206,0.81364463028576,31.2868071797339
0.000365450206119435,0.129315772928514,0.801243823681843,31.1786484078113
0.000546584378446774,0.129412872817534,0.758746463565173,31.0029863110362
0.000343587673161797,0.122030352339718,0.814689010992884,31.0050666207737
0.000820411396675025,0.0683384460857852,0.7473901190912,33.5788686733224
0.000549697920552536,0.139318572701651,0.734879717037261,31.0049438029764
0.000528025672407473,0.155127887938801,0.736231733463658,31.0632265694929
0.000583688642066623,0.160222747544216,0.743788015668541,31.1690092727938
0.00033804596122267,0.142833457395005,0.769578659428472,31.1496246108454
0.000399962841057781,0.0942061449512668,0.804789018549185,31.0042638219665
