"V1","V2","V3"
0.000275647715547418,0.102954488549136,0.878029401770318
0.000162460286200372,0.00957180637691582,0.967080656452536
0.000134814604113272,0.0710079832433481,0.92146272376107
0.000142932529517117,0.0392822040330165,0.94423314648168
0.0039996074454137,0.123091972775452,0.485330026106897
0.000267088664738091,0.0692017508726336,0.911608408787628
0.000786033170379129,0.13531636051281,0.772693935487108
0.000472755182251282,0.131720457076487,0.833201772184646
0.000513207760365389,0.103314063970809,0.850743392329373
0.000140449170151611,0.0992994204750463,0.899795118096451
0.00116293234511748,0.17873154297746,0.741000767806892
0.000915541087164789,0.170207708336797,0.749475037348715
0.000806455701581429,0.106203464143085,0.817517959026002
0.000336084569281968,0.0910369558163534,0.875885820437129
0.000291132991595909,0.0813071302534495,0.890049209103921
0.000503389934346577,0.0764089282728234,0.885754010855358
0.000656567323786552,0.0444746469457167,0.891151649759259
0.00068074199760698,0.0812688334344644,0.856384516027195
0.00127404811934992,0.224564810265183,0.673841654880687
0.0014050236649558,0.146083489617868,0.685773530631773
0.000727652688523235,0.148766271491264,0.813143483591862
0.000388734171592817,0.0976081258294452,0.869280274311813
0.000350272593791955,0.0480709419901028,0.906154009351072
0.000498206483864253,0.0875285003966213,0.86862902147248
0.00104313768781067,0.106699802441756,0.800277937354453
0.00140688646531369,0.203162716071196,0.688229964111267
0.000496228841454008,0.0794511356859211,0.88047762684754
0.000554751570929507,0.118805691665173,0.845754612563744
0.000261410518681076,0.0657839747416342,0.913348217096413
0.000476700620256756,0.0731737920938298,0.873195686448552
0.000342300506705638,0.108077603275658,0.872021634276025
0.000361080409226327,0.0410422906278998,0.921517643312207
0.000244522497380313,0.0655463297752685,0.911812930322247
0.000366920026136447,0.0563788711746391,0.902092410866496
0.000151293159266598,0.055974798148445,0.933991829023748
0.00120119157420481,0.106231372029837,0.754960011148504
0.00264125666955414,0.29365048305832,0.48803880032255
0.000383870951106338,0.0375909470958388,0.919925329364059
0.000469294508596384,0.114557840865223,0.870926945833254
0.00536095692806712,0.23790474447743,0.0131152302820502
0.000305708997698095,0.0840431100496067,0.878871545491426
0.000291919308142105,0.107609948196458,0.873289628443292
0.000256504067688814,0.0842153863756849,0.896736879268125
0.000424412778578855,0.116413225637513,0.851700248595658
0.000164467677580403,0.0881501207361225,0.904678386648557
0.000402131620941742,0.120995787911486,0.848051844983845
0.00016560823024564,0.0536074053203765,0.923542994239958
0.000808930952589573,0.235689695597172,0.72123225402923
0.000289832872016574,0.0795352396728521,0.886595176127622
0.00143023995696908,0.311592293084472,0.60019491205891
0.000446346600306518,0.0666305604330743,0.885025689502893
0.000582150740661058,0.184667668649489,0.778013632217554
0.000170495180314541,0.0678721416765855,0.91376118374191
0.000684315885980959,0.0770878305461855,0.840334663596191
0.000201216389727646,0.0494634586656291,0.929205786054712
0.00040678165801579,0.0550045201182179,0.906670511145672
0.000571406845011888,0.109694264922266,0.838496285170527
0.00140370029846516,0.170399918350718,0.710678801696753
0.000307260989098118,0.0574728577306865,0.905829003717023
0.000483291783658345,0.0421249766407829,0.900066347710067
0.00154371673148414,0.265359597714506,0.625284187273815
0.00097196045980044,0.0651318186880333,0.828343670392858
0.000501415481021423,0.0716808282169896,0.860389159244019
0.00128221089664618,0.129796942649099,0.759130561515578
0.000367733449716003,0.117175746050917,0.844393648900393
0.000942698452868074,0.0792377305991274,0.793646777727296
0.000433138940766999,0.111881989841674,0.847516253681664
