"omega","alpha1","beta1","shape"
0.000529143254355485,0.118054180901431,0.751687168302746,17.9572821501019
0.000435022889779282,0.0926540417103607,0.808891714430925,24.6379620864633
0.000442925737482333,0.117589576526476,0.783005727859073,8.58228987095553
0.000813173422249274,0.138413053563222,0.702785789410273,13.7634182007096
0.000621078526293146,0.138865843896204,0.730541484644762,7.10836786746963
0.000366447203556263,0.120029500900245,0.807301649265787,11.3613781384301
0.000392045685862471,0.209485823292363,0.744327065159605,6.72551255229942
0.000297425394967185,0.127948301536508,0.809486237615604,10.2910244243596
0.000363451212640582,0.167505471087356,0.773524649247864,10.7188175611083
0.000484147583151811,0.0959084858982799,0.759742587521707,16.1009873643234
0.000231348846716341,0.118870106412614,0.838689653898243,13.0701572194734
0.000196171970695817,0.0755135650242532,0.876137674674558,8.92165533759307
0.000500969289125648,0.133863928120018,0.758895548580744,10.7298693845787
0.000486334495685913,0.119144281986686,0.771969834465366,8.86174619523553
0.000299195036292436,0.0570345440566361,0.870566929534635,9.21381524671929
0.000499758659677917,0.16860337764014,0.743387709081532,10.6895227585745
0.000572698406919431,0.163068784953032,0.716069663606922,8.50847273113322
0.000343406901822142,0.121672003984162,0.798919533725082,8.29769925873747
0.000366415689302596,0.137717736560005,0.801942681630662,8.28010907247292
0.000261924937067906,0.114826849139349,0.830713633579265,10.1661815969554
0.000260911701723882,0.120016693438068,0.820643979302694,11.3589927913255
0.000568863725540475,0.153671767784037,0.73005452320825,10.8928261783005
0.000456046681570276,0.123988734091428,0.776622858836285,8.32435486388471
0.000617668621072991,0.0999609702994332,0.753789295717039,14.7830603362213
0.000769507790439464,0.169170782248704,0.647295162253367,12.4694706380809
0.000484564286714979,0.190344122092523,0.715990119548173,10.0448470624221
0.000277532258821352,0.10111701090151,0.827347741836376,8.39702593234845
0.000375140963294641,0.110603030379543,0.813698304142697,7.06553260493349
0.000462863005197377,0.153031645246938,0.763909569848323,8.314944140193
0.000353153206209448,0.173915285816864,0.772276398954916,10.6811150314796
0.000848510557203485,0.197061392148514,0.64972577465639,8.95232589626135
0.000497828241671817,0.157390468405183,0.755093185649314,8.67284469293312
0.000312294224568147,0.107338973039061,0.838600543265469,8.79777510758098
0.000354930007406224,0.10135156780267,0.811640431044832,10.3016757078877
