"omega","alpha1","beta1","shape"
0.000577455445874278,0.114812889514419,0.754570413192249,37.0254310959594
0.000469246112232255,0.102564195887065,0.795087576451216,98.3718115237565
0.000360670439489352,0.131772859112021,0.787556658886205,19.2268986610163
0.00090937400245381,0.149429207556786,0.661553927020479,80.1261301193928
0.000752335873681741,0.159919274825554,0.681206988743175,11.6462327610089
0.000398001652680718,0.110562314915601,0.803337810594529,20.3451288394198
0.000340871384304401,0.201933881853926,0.74931823552987,13.1251962815817
0.000745379821356468,0.196381938808302,0.659082991067949,16.9980615760548
0.000403694793140774,0.131491854378208,0.797386614627143,18.553631011078
0.000527517603273509,0.139429763269219,0.724502571461732,24.9916800041671
0.000262430214091802,0.1135522424884,0.840647201109949,14.5969838914326
0.000225128799795674,0.0775044177301771,0.869486570670446,87.3171249012727
0.00047196336220349,0.0975978355764181,0.793281046862591,23.4442849290582
0.000444727996556838,0.127779182699693,0.770947102601461,16.4832049477473
0.00017426763820856,0.0526117456033039,0.901583511201593,20.0357562904337
0.000489318343227173,0.178673508373476,0.739494805047916,16.7564200637847
0.000413643141099433,0.117440392502991,0.793658976654844,17.0957364505765
0.000471245975568346,0.183443522855168,0.722636435417245,29.7100488015995
0.000413049785692985,0.128382499271235,0.788990015180016,21.7853849105755
0.000202713615090951,0.10230826469868,0.851565365379505,23.4433539078487
0.000175622278033906,0.0795958402054847,0.878216027286137,18.3718761335123
0.000655118013014094,0.14069675520084,0.727802444571838,22.1263014704684
0.000252437999012912,0.0874321147708549,0.85214660636319,30.3558026199948
0.000785452361709833,0.177542357691116,0.667049808681617,39.2980341986477
0.000504409982768687,0.124569609558038,0.760185502736372,20.4233516195701
0.000500782213910677,0.183660921554698,0.718486272014544,34.9990249070659
0.000433659298420915,0.125798717709505,0.768393938171192,24.7123333246859
0.000385404319205052,0.136139216287119,0.791735651968866,11.0441390175814
0.000270438738401122,0.0990002590169632,0.840238849765709,16.9343595981162
0.000562420281337792,0.199463736796878,0.716922669710226,13.7540647981161
0.000712835749712824,0.154805675705101,0.719365893169219,22.6386228429237
0.000392539649382383,0.125484376346513,0.808936531051171,11.0238604995324
0.000372026754763249,0.144039856357457,0.779336933069076,18.5007620131313
0.000375750864673004,0.132197301825685,0.781379655524143,14.1633550352391
0.00062934195612599,0.154063387251274,0.71786280120082,9.39761135680414
0.000373470436016881,0.124468610468637,0.806193121318461,26.7571318820759
0.000407983480721525,0.120308077687256,0.793592722665586,68.8939549513865
0.000555719567409308,0.114237842862453,0.760832883825683,85.0203036673504
0.000421870845291811,0.147584842454599,0.779582250322383,23.3309306660376
3.93639553017702e-06,1.05134544809188e-08,0.998999989316458,18.7166948253618
0.000611989530381503,0.155726613005836,0.702821487991548,27.8981019540601
0.000480277588033693,0.14314858736396,0.764626970448682,17.8305275595378
0.000445235152536632,0.147273296020867,0.785672025169041,16.248163888498
0.000390734579592482,0.149956294139294,0.751638120082795,14.9763917681616
0.000565396265070492,0.137728683013124,0.728092756495706,16.7010451041312
0.000525319307533755,0.154764312539674,0.747674697797658,15.5022584520976
