"omega","alpha1","beta1","shape"
0.000355983527016478,0.11572640676427,0.809567142997974,5.56766983106764
0.000226647421348679,0.126946379628653,0.821931289081553,5.79721604763288
0.000454714109497744,0.127892844975087,0.774511928921722,5.08628568827058
0.000640050227414006,0.214240549431261,0.691852092909683,5.54918338308892
0.000340581648070184,0.124332574370565,0.816762964904052,4.05574437547623
0.000331810034971351,0.137582178412427,0.801670886394654,5.18379393558058
0.000446558550680446,0.16306448812944,0.737871292336616,4.97555515405201
0.000598636342808609,0.127597654760458,0.697703909993321,8.27316356022631
0.000242250709621242,0.105171271242276,0.83918005450121,5.01911561309276
0.000392937496634998,0.12371477466167,0.775662952508753,6.25798983708624
0.000432083055790366,0.133412458109108,0.788633386524884,6.50743030894856
0.000380175796132692,0.0872233623684512,0.833086512738722,4.45122147339964
0.000351846210002688,0.169729893904059,0.773658406866357,4.45386031711327
0.000602878175185592,0.205172066695198,0.687031152271433,4.64076571073215
0.000272723531221375,0.127384053228118,0.804458905995612,5.24421928074593
0.000474068540820984,0.230709003381704,0.723003664026333,4.2441588106383
0.000474409640653005,0.137849075665234,0.759013889346692,4.69364002465807
0.000407089960781059,0.12266030791628,0.796329291160432,4.95801192057035
0.000427155824561379,0.150593513584895,0.766117897435326,5.5339307951501
0.000380311223395046,0.178411665321922,0.757740426271079,5.03151794664097
0.000229623438432886,0.145472020444255,0.810804743836081,4.22138508425274
0.000178226103232953,0.105733751642166,0.855416470742278,7.28828611062238
0.000252966413027744,0.111598220193953,0.847621574633192,5.09731254858062
0.000477980579397965,0.0986124798605958,0.767208522280124,4.59169914542204
0.00052084563707158,0.120994881781221,0.793356803062899,4.41676750718519
0.000659084369857175,0.139834470334579,0.718129859205488,4.7356466585639
0.000364327706450547,0.13128064279255,0.780564664101246,6.7926858507498
0.000541585406830721,0.153362935475951,0.739925184540285,4.86344299308915
0.000247804664958302,0.125874315894209,0.816819377097112,5.0761689128887
0.000446386052380659,0.210928598907621,0.694227091206222,5.64059445587595
0.000272713368955665,0.0881464140869053,0.837406713579018,5.49368981212262
0.000281755130001406,0.115714764603965,0.830418014232026,5.78515155776176
0.000459835399012302,0.107558468822321,0.763645226725994,5.16524522262778
0.000298887041204287,0.147624822120474,0.798083013314508,4.29465067207688
0.00043839686128228,0.191312509539718,0.732085595300834,4.98376843112918
0.000476657072060816,0.208842441816512,0.735493774942446,4.08687807624197
0.000578167552220434,0.189441269764512,0.706293466991103,4.64009019816938
0.000448959737336998,0.124513974634289,0.792091680715348,5.4766566352587
0.000380971869236511,0.111379199163184,0.800225970948095,5.57809121072909
0.000365280020317535,0.191213342224073,0.737232146331401,5.17076039887447
0.000524013073052192,0.135070990332334,0.753524740933244,5.01456938101353
0.000334054810413707,0.164223540234673,0.766796549874411,4.96509897387328
0.000222577002790686,0.0849639433429379,0.865515472159712,5.49924521479558
0.000510184176886206,0.138689486605837,0.779294709048478,4.58210622330965
0.000341865376305406,0.175963751271367,0.77166625491697,4.73542046286516
0.000327240045563949,0.127867683439551,0.786886467488695,5.64602543094254
0.000348097641118399,0.175889539538213,0.758749412276699,5.21850500871162
0.000471918680425956,0.109936594142667,0.791748324388884,5.30711320226699
0.00037244483005595,0.152952536721613,0.760686871369551,5.35840646929647
0.000324578898783995,0.122404568010697,0.801637633590958,4.98899952927599
0.000436227636809461,0.120999356989238,0.795352510302118,4.2355289147486
0.000431453257019941,0.106056308305534,0.787236659697929,6.53350143685676
0.000329180254818178,0.0960502789859186,0.818355392038001,5.71506761854554
0.000883889522906459,0.162016617481452,0.688820136459911,3.98654129892504
0.000280801824576877,0.115756960763879,0.793373226451907,8.70485595785348
0.000280748502352855,0.136744330209208,0.780903314457611,6.46401679785042
0.000527891617945114,0.179713956091741,0.702541752648555,4.6931608941382
0.000118827974783828,0.05927121430153,0.907951785066235,9.38133514819636
0.000350167053719434,0.147584278264206,0.761726712041494,5.99163581465063
0.000376952347551161,0.13594866735968,0.766368638892745,5.66891989627721
0.000468568137170949,0.206184020778467,0.715371155789146,7.41671659908638
0.000378061122841608,0.12033109474758,0.781055808797169,5.95528997458956
0.000418581882262673,0.0796891600977789,0.825534340179332,5.10244206106011
0.00094070641050229,0.19628710388938,0.565621706097657,4.91432441294362
0.000348446877848237,0.0978866123281374,0.833619130362942,5.40383175827271
7.87294020557219e-05,0.0356517945906566,0.945465546967747,5.06756252956089
0.000220842462518865,0.1301092942055,0.82489286535781,5.35104790880447
0.000244863017955237,0.15181224611661,0.805125852140308,6.32925777376376
0.000402618972586718,0.184549527106219,0.733479977072203,4.9377403384025
0.000407656214461744,0.16963328940914,0.739765877035656,5.72236611866986
0.000393480526779492,0.154115863489651,0.756586704668382,5.24611694889949
0.000454363961076197,0.0958570648629834,0.787551297869131,4.90881364036117
0.000398867361639375,0.1120359896726,0.804065246866869,5.0619461945918
0.000474467108275886,0.128279915035558,0.750339310665258,4.2754840387534
0.000488064964072475,0.214217910440125,0.714578632683484,4.26499957178398
0.000554884896237018,0.179180821673222,0.662485640680489,6.27234465286874
0.000532437572359973,0.198196708872958,0.706355630141079,5.18593997205244
0.000375715542910528,0.171868808049445,0.764574564804026,4.29469505571099
0.000456907852313403,0.139503256886912,0.744822143841122,4.70446238099041
0.00032907995737219,0.129842418108396,0.822067687995358,3.80989784368788
0.000237668620070983,0.104817512249869,0.845591154238482,5.77281653757681
0.000238023855071332,0.125843165304278,0.832659529898718,4.69951989334823
0.00058019150680873,0.156647847367369,0.726127817911012,4.62359758510181
0.000442290289025333,0.13165235664263,0.781451548604155,5.40714484519208
0.00022484410166029,0.0928394112486401,0.855453139662201,7.03534410751272
0.00028998128743617,0.179089238414349,0.769487736830276,5.45266079013129
0.000379908139400245,0.132228265433921,0.767748090231036,4.49688444281219
0.000322555827041226,0.141602930454106,0.787872538884636,4.67849591870171
5.52532372989483e-06,0.00480348761975108,0.994196496678984,4.8697341732624
0.000287196002774734,0.079573796408649,0.85876618969586,5.34276144576656
0.000392269723136939,0.1777631761648,0.729143709296731,5.6273413080529
0.000265484376108509,0.124482793562671,0.813398740183222,5.54459727798964
0.000616468623397391,0.205054863071749,0.648579114266585,5.82835177022161
4.44762585529416e-06,7.17818599452859e-10,0.99899994896342,4.07894544328879
0.000429986215385139,0.0989929423651697,0.782712418489677,5.05869398940131
0.000375225674113102,0.190018825399589,0.753791853741223,5.65916904617681
0.000295679361549766,0.141943162723208,0.776855384342982,8.82555294287968
0.000590358320121956,0.119671527198567,0.744783894050058,4.7349754043539
0.000373513270884596,0.138793221958128,0.783233413882094,4.6100741394731
0.000395008615388008,0.135217625295302,0.77026778235173,4.57600260031252
0.000410037277691495,0.127941830478887,0.798355074896891,4.62718825385877
0.000668806723311248,0.118300073931596,0.720775753129121,4.15690267914686
0.000147759587793742,0.131139155986096,0.844691187919497,5.29582813418783
0.000366127181040511,0.130274351115762,0.795177421864523,5.20100083252081
0.000454290277127141,0.215565544169822,0.702631226061869,4.8350845937125
0.000358953578558843,0.159354092350997,0.781406374596934,5.47976010455628
0.000556196786492344,0.104314781564305,0.788501294937989,4.15053807257201
0.000229991148095684,0.078486993111937,0.862322104906452,4.88339472592066
0.000334239753711075,0.164994665988014,0.763110487142516,5.03661269055
0.000216485784729247,0.0819515827630178,0.849030484667586,5.0579207132744
0.000343272380045897,0.168455341547756,0.765821583332219,6.27844826926208
0.000470960616069643,0.142094951709958,0.750306833193252,5.237464230888
0.000479519918591765,0.107141191776161,0.790189703891263,5.37617593501447
0.000513097445111223,0.16436809334084,0.742135263590701,5.61328053780167
0.000293051917991847,0.168577905345942,0.785883495395465,4.58337513438809
0.000515001170145276,0.199541588006304,0.71423210560674,5.08260402839927
0.000415915760343197,0.132364519723631,0.786779565748004,4.96295910475053
0.000654314608548395,0.161209050577752,0.670295853399889,5.50917637745918
0.000425346735551985,0.165848850165028,0.763626344578041,4.25743076051373
0.000533725439942269,0.182906889632921,0.708460136137623,5.32689362233725
0.000253201013477507,0.0940840771990974,0.842138035309859,6.06409727463049
0.000443598052914742,0.106255802156917,0.745216017168341,7.00104868868229
0.000354089546310803,0.115825306412376,0.781167780677339,4.8645785492214
0.000393900078462679,0.120477198153351,0.772614176604109,6.56839799089964
0.000471396259044156,0.134794148747986,0.7780965145553,4.83325663004772
0.000467822486317456,0.192288747368465,0.776271178004429,3.83148650307857
0.000504697779947984,0.181582780656707,0.748620635822681,4.23400500901297
0.000228995833631248,0.115185877335024,0.834117786932267,5.08261854486397
5.24129427744277e-06,3.53748359704404e-07,0.998999643756594,3.92126205138822
0.00040265673152395,0.176561594025257,0.778709381483637,4.79370534515782
0.000197291529169136,0.0877395830346837,0.856287786366427,6.61009346459906
0.000925509821958629,0.12385582567278,0.665917491178681,5.17019444355499
0.0004706665898658,0.201331279574998,0.72216748031547,4.88742748261208
0.000313556563693784,0.111894557553022,0.810357760614679,6.18694218005291
0.000360565575232318,0.206079566151408,0.73942903932866,5.19699531909072
0.000408716751632755,0.0972516612439278,0.799550543777421,4.61957068572349
0.000846920123675711,0.156561723498745,0.71581303476295,4.37511222403597
0.00024144840137922,0.121162619836177,0.811088880038852,6.41553831494799
0.000595992239227886,0.113569145894165,0.765683367875918,5.3344534765347
0.000455243931820592,0.141849372075329,0.769031059232354,4.99304953089726
0.000274147778294874,0.144782155350741,0.794009635714653,5.48256410287572
0.000461683405456778,0.131286126767139,0.760501421347573,4.7266037530234
0.000234208230510112,0.116112573421473,0.844548852046188,4.68883979310256
0.000555960631488184,0.148544090842359,0.763535057401575,4.73794624785286
0.000427144675186809,0.139223263236182,0.762475653963466,6.04826937867407
0.000509491713221891,0.183033259024238,0.705868761776284,6.13331353748491
0.000380914403013845,0.132003095598868,0.777785999209269,6.27937306776043
0.000452631550110237,0.171620831212418,0.751181425966783,4.18576980064486
0.000496819726614436,0.157451013790163,0.719297514767789,4.42658307277366
0.000338568033147784,0.171310279306221,0.764741009573255,8.14072833860136
0.000389051196730796,0.154409615409701,0.762600359138146,5.26351781206783
0.000337954583936887,0.170672163430002,0.769712663020482,5.57241542831378
0.000166388331490586,0.13637691893808,0.834838052683422,5.75826939142259
0.000591771315106299,0.145636901327348,0.727495368936924,4.04305006697532
0.000291762796966486,0.112255728875675,0.818704600973697,5.00149087273049
0.00037106587926102,0.14751126342583,0.779786292572044,5.40600137291251
0.000349784182734184,0.129301007805628,0.785761064435445,4.16274774920367
0.000382589269412269,0.198570880418527,0.723518126626879,7.4798935318193
0.000435672798772102,0.133099329155686,0.758495093383485,6.60176062553859
0.000658917205776586,0.230460862754249,0.64436714747454,5.7480732703186
0.000402490905137874,0.14465197065324,0.773018795017622,5.00235683330648
0.000487203106362756,0.0804467918569086,0.815635884073569,5.5569166953467
0.00045837042616313,0.117208287049209,0.757386424229709,4.80987419818407
0.000314156338301211,0.158901799977741,0.77161017307228,5.88386466538926
0.00024481200707734,0.0818556571583583,0.827280848855148,9.6667182728758
0.000425644468477941,0.128282606228542,0.775931036376228,6.02462465602613
0.000286429890333195,0.117264723309548,0.810015805738221,6.59702481205806
0.000413280817946113,0.188194173907354,0.763911997143061,3.8527987007987
0.000772694984775069,0.182720624757189,0.656102034160514,4.7001849536975
0.000737968888742476,0.206526009394263,0.682595052485312,4.08232693588102
0.000459712939084873,0.196367909341792,0.689449885648494,5.43762009446556
0.000365605966403937,0.106445146838686,0.821810013039296,5.00457405144648
0.000465370194551315,0.160450888664355,0.706684544809444,6.87863777077417
0.00043170024297983,0.155730992018766,0.732206158666666,5.71200752357346
0.000559095496174928,0.177539917214606,0.717644647439828,6.1768064269213
0.00060878073182272,0.129481003101322,0.744456812097682,5.27677241319304
0.000433506394049215,0.171067813241246,0.721650656373553,4.73254872652973
0.000446635432319305,0.136612608408662,0.734431472208984,4.85878519975693
0.000481855977074244,0.102808655812209,0.773093424714473,5.33196151316408
0.00016106643838023,0.150967922043113,0.822398436931269,6.21384142745713
0.00029420763203448,0.113708839050948,0.808277708344091,5.62990822132128
0.000219483241272914,0.0808053998897888,0.86196688925247,7.07807526147803
0.000327152094237084,0.139282338975333,0.79622055295146,6.35943331221289
0.000481071723645952,0.171298553224178,0.729175930012584,6.07012829657816
0.000597901208816555,0.158760291238298,0.725718633188277,6.25757688893095
0.000342199233161632,0.139587041299096,0.796379336619348,6.04300632899303
0.000710067171354985,0.178118806258384,0.647806868014211,4.99954911993755
0.000133238441737734,0.0474688566678023,0.922085447096232,4.64399524610394
0.000412048800198871,0.193015590779208,0.751028760301688,4.91310367474511
0.000568162947745627,0.102715665097508,0.724671591472819,5.48773359672062
0.00033993833682354,0.135767947252129,0.776758330919751,5.24068242199852
0.000365639020782044,0.130411405829322,0.793861316471162,4.81656565918571
0.000256799173108898,0.0869921305394257,0.85143348287639,5.10827908745302
0.000660162910645404,0.115583758316707,0.774247326440431,4.78217672745044
0.000256687485394274,0.134345269743406,0.818305893758018,4.41837562065387
0.00027343183095386,0.167910389798459,0.786803278170321,4.85476721117404
0.000684806239873469,0.135818470524631,0.703717514723781,6.3163359938688
0.000313431719610158,0.158519579205338,0.765601198796717,7.69028868824995
0.000167505986591387,0.0639851037449847,0.892632464980974,4.87049299849592
0.000461868677762225,0.123116979723053,0.747033715750042,6.01577551625032
0.000544483604923294,0.163893804047073,0.760081363874298,4.25426533292221
0.00053344919318083,0.120555487090908,0.749278543323147,4.97443239596382
0.000427632364545842,0.205769524425558,0.746037458814345,4.32270966078249
